crime_type_code,date,frequency,total_crime_count
0.0.0,2012-01-01,101793,9465192
0.0.0,2012-02-01,88060,9465192
0.0.0,2012-03-01,99090,9465192
0.0.0,2012-04-01,91292,9465192
0.0.0,2012-05-01,95724,9465192
0.0.0,2012-06-01,92507,9465192
0.0.0,2012-07-01,89261,9465192
0.0.0,2012-08-01,91921,9465192
0.0.0,2012-09-01,91941,9465192
0.0.0,2012-10-01,100276,9465192
0.0.0,2012-11-01,96930,9465192
0.0.0,2012-12-01,89084,9465192
0.0.0,2013-01-01,93445,9465192
0.0.0,2013-02-01,84578,9465192
0.0.0,2013-03-01,89354,9465192
0.0.0,2013-04-01,89198,9465192
0.0.0,2013-05-01,91286,9465192
0.0.0,2013-06-01,90414,9465192
0.0.0,2013-07-01,91205,9465192
0.0.0,2013-08-01,88303,9465192
0.0.0,2013-09-01,88486,9465192
0.0.0,2013-10-01,95316,9465192
0.0.0,2013-11-01,90232,9465192
0.0.0,2013-12-01,86844,9465192
0.0.0,2014-01-01,93529,9465192
0.0.0,2014-02-01,81711,9465192
0.0.0,2014-03-01,91787,9465192
0.0.0,2014-04-01,85893,9465192
0.0.0,2014-05-01,82461,9465192
0.0.0,2014-06-01,81469,9465192
0.0.0,2014-07-01,80176,9465192
0.0.0,2014-08-01,77211,9465192
0.0.0,2014-09-01,81047,9465192
0.0.0,2014-10-01,86257,9465192
0.0.0,2014-11-01,81825,9465192
0.0.0,2014-12-01,79289,9465192
0.0.0,2015-01-01,82240,9465192
0.0.0,2015-02-01,74329,9465192
0.0.0,2015-03-01,80839,9465192
0.0.0,2015-04-01,77975,9465192
0.0.0,2015-05-01,78624,9465192
0.0.0,2015-06-01,78970,9465192
0.0.0,2015-07-01,82218,9465192
0.0.0,2015-08-01,76605,9465192
0.0.0,2015-09-01,78695,9465192
0.0.0,2015-10-01,84653,9465192
0.0.0,2015-11-01,82700,9465192
0.0.0,2015-12-01,83373,9465192
0.0.0,2016-01-01,80462,9465192
0.0.0,2016-02-01,73792,9465192
0.0.0,2016-03-01,75937,9465192
0.0.0,2016-04-01,75113,9465192
0.0.0,2016-05-01,78595,9465192
0.0.0,2016-06-01,78246,9465192
0.0.0,2016-07-01,74929,9465192
0.0.0,2016-08-01,75218,9465192
0.0.0,2016-09-01,76119,9465192
0.0.0,2016-10-01,76254,9465192
0.0.0,2016-11-01,75443,9465192
0.0.0,2016-12-01,74113,9465192
0.0.0,2017-01-01,73840,9465192
0.0.0,2017-02-01,66694,9465192
0.0.0,2017-03-01,76149,9465192
0.0.0,2017-04-01,64856,9465192
0.0.0,2017-05-01,70027,9465192
0.0.0,2017-06-01,69264,9465192
0.0.0,2017-07-01,69040,9465192
0.0.0,2017-08-01,65290,9465192
0.0.0,2017-09-01,64232,9465192
0.0.0,2017-10-01,69186,9465192
0.0.0,2017-11-01,66111,9465192
0.0.0,2017-12-01,61932,9465192
0.0.0,2018-01-01,66901,9465192
0.0.0,2018-02-01,56854,9465192
0.0.0,2018-03-01,61154,9465192
0.0.0,2018-04-01,61261,9465192
0.0.0,2018-05-01,64526,9465192
0.0.0,2018-06-01,64240,9465192
0.0.0,2018-07-01,66408,9465192
0.0.0,2018-08-01,64730,9465192
0.0.0,2018-09-01,62997,9465192
0.0.0,2018-10-01,69751,9465192
0.0.0,2018-11-01,68596,9465192
0.0.0,2018-12-01,63029,9465192
0.0.0,2019-01-01,67097,9465192
0.0.0,2019-02-01,60920,9465192
0.0.0,2019-03-01,67211,9465192
0.0.0,2019-04-01,65456,9465192
0.0.0,2019-05-01,65808,9465192
0.0.0,2019-06-01,65404,9465192
0.0.0,2019-07-01,69995,9465192
0.0.0,2019-08-01,64041,9465192
0.0.0,2019-09-01,66063,9465192
0.0.0,2019-10-01,72781,9465192
0.0.0,2019-11-01,70218,9465192
0.0.0,2019-12-01,68662,9465192
0.0.0,2020-01-01,73967,9465192
0.0.0,2020-02-01,66086,9465192
0.0.0,2020-03-01,60933,9465192
0.0.0,2020-04-01,56465,9465192
0.0.0,2020-05-01,64082,9465192
0.0.0,2020-06-01,67706,9465192
0.0.0,2020-07-01,70636,9465192
0.0.0,2020-08-01,66955,9465192
0.0.0,2020-09-01,69579,9465192
0.0.0,2020-10-01,69619,9465192
0.0.0,2020-11-01,67114,9465192
0.0.0,2020-12-01,64534,9465192
0.0.0,2021-01-01,59612,9465192
0.0.0,2021-02-01,51513,9465192
0.0.0,2021-03-01,64613,9465192
0.0.0,2021-04-01,56710,9465192
0.0.0,2021-05-01,59902,9465192
0.0.0,2021-06-01,64144,9465192
0.0.0,2021-07-01,64979,9465192
0.0.0,2021-08-01,61726,9465192
0.0.0,2021-09-01,63514,9465192
0.0.0,2021-10-01,67366,9465192
0.0.0,2021-11-01,66660,9465192
0.0.0,2021-12-01,60526,9465192
0.0.0,2022-01-01,60352,9465192
0.0.0,2022-02-01,58330,9465192
0.0.0,2022-03-01,66966,9465192
0.0.0,2022-04-01,63351,9465192
0.0.0,2022-05-01,67622,9465192
0.0.0,2022-06-01,65762,9465192
0.0.0,2022-07-01,68507,9465192
1.1.1,2012-01-01,9787,569480
1.1.1,2012-02-01,8237,569480
1.1.1,2012-03-01,7944,569480
1.1.1,2012-04-01,5955,569480
1.1.1,2012-05-01,6198,569480
1.1.1,2012-06-01,5493,569480
1.1.1,2012-07-01,6168,569480
1.1.1,2012-08-01,6481,569480
1.1.1,2012-09-01,6102,569480
1.1.1,2012-10-01,8178,569480
1.1.1,2012-11-01,9486,569480
1.1.1,2012-12-01,11567,569480
1.1.1,2013-01-01,9419,569480
1.1.1,2013-02-01,8148,569480
1.1.1,2013-03-01,7789,569480
1.1.1,2013-04-01,6289,569480
1.1.1,2013-05-01,6036,569480
1.1.1,2013-06-01,5661,569480
1.1.1,2013-07-01,6260,569480
1.1.1,2013-08-01,6001,569480
1.1.1,2013-09-01,5917,569480
1.1.1,2013-10-01,7607,569480
1.1.1,2013-11-01,8496,569480
1.1.1,2013-12-01,9832,569480
1.1.1,2014-01-01,8476,569480
1.1.1,2014-02-01,6984,569480
1.1.1,2014-03-01,6497,569480
1.1.1,2014-04-01,5078,569480
1.1.1,2014-05-01,4811,569480
1.1.1,2014-06-01,4566,569480
1.1.1,2014-07-01,4933,569480
1.1.1,2014-08-01,5230,569480
1.1.1,2014-09-01,4524,569480
1.1.1,2014-10-01,5616,569480
1.1.1,2014-11-01,6677,569480
1.1.1,2014-12-01,7751,569480
1.1.1,2015-01-01,6787,569480
1.1.1,2015-02-01,5981,569480
1.1.1,2015-03-01,5324,569480
1.1.1,2015-04-01,4381,569480
1.1.1,2015-05-01,4673,569480
1.1.1,2015-06-01,3979,569480
1.1.1,2015-07-01,4839,569480
1.1.1,2015-08-01,4929,569480
1.1.1,2015-09-01,4475,569480
1.1.1,2015-10-01,5255,569480
1.1.1,2015-11-01,6342,569480
1.1.1,2015-12-01,7711,569480
1.1.1,2016-01-01,5948,569480
1.1.1,2016-02-01,5295,569480
1.1.1,2016-03-01,4457,569480
1.1.1,2016-04-01,3578,569480
1.1.1,2016-05-01,3818,569480
1.1.1,2016-06-01,3604,569480
1.1.1,2016-07-01,4093,569480
1.1.1,2016-08-01,4522,569480
1.1.1,2016-09-01,3841,569480
1.1.1,2016-10-01,4494,569480
1.1.1,2016-11-01,5345,569480
1.1.1,2016-12-01,6501,569480
1.1.1,2017-01-01,5542,569480
1.1.1,2017-02-01,4696,569480
1.1.1,2017-03-01,4532,569480
1.1.1,2017-04-01,3355,569480
1.1.1,2017-05-01,3388,569480
1.1.1,2017-06-01,3213,569480
1.1.1,2017-07-01,3721,569480
1.1.1,2017-08-01,4082,569480
1.1.1,2017-09-01,3165,569480
1.1.1,2017-10-01,3962,569480
1.1.1,2017-11-01,4307,569480
1.1.1,2017-12-01,5246,569480
1.1.1,2018-01-01,4723,569480
1.1.1,2018-02-01,3799,569480
1.1.1,2018-03-01,3706,569480
1.1.1,2018-04-01,2908,569480
1.1.1,2018-05-01,2792,569480
1.1.1,2018-06-01,2625,569480
1.1.1,2018-07-01,3122,569480
1.1.1,2018-08-01,3585,569480
1.1.1,2018-09-01,2846,569480
1.1.1,2018-10-01,3446,569480
1.1.1,2018-11-01,4171,569480
1.1.1,2018-12-01,5164,569480
1.1.1,2019-01-01,4037,569480
1.1.1,2019-02-01,3229,569480
1.1.1,2019-03-01,3015,569480
1.1.1,2019-04-01,2766,569480
1.1.1,2019-05-01,2714,569480
1.1.1,2019-06-01,2547,569480
1.1.1,2019-07-01,2807,569480
1.1.1,2019-08-01,3382,569480
1.1.1,2019-09-01,2703,569480
1.1.1,2019-10-01,3500,569480
1.1.1,2019-11-01,4059,569480
1.1.1,2019-12-01,4713,569480
1.1.1,2020-01-01,4078,569480
1.1.1,2020-02-01,3418,569480
1.1.1,2020-03-01,2280,569480
1.1.1,2020-04-01,1389,569480
1.1.1,2020-05-01,1359,569480
1.1.1,2020-06-01,1941,569480
1.1.1,2020-07-01,2637,569480
1.1.1,2020-08-01,2618,569480
1.1.1,2020-09-01,2436,569480
1.1.1,2020-10-01,2556,569480
1.1.1,2020-11-01,2798,569480
1.1.1,2020-12-01,3062,569480
1.1.1,2021-01-01,2173,569480
1.1.1,2021-02-01,1391,569480
1.1.1,2021-03-01,1589,569480
1.1.1,2021-04-01,1325,569480
1.1.1,2021-05-01,1610,569480
1.1.1,2021-06-01,1700,569480
1.1.1,2021-07-01,2049,569480
1.1.1,2021-08-01,2323,569480
1.1.1,2021-09-01,1976,569480
1.1.1,2021-10-01,2349,569480
1.1.1,2021-11-01,2563,569480
1.1.1,2021-12-01,2461,569480
1.1.1,2022-01-01,2197,569480
1.1.1,2022-02-01,1971,569480
1.1.1,2022-03-01,2240,569480
1.1.1,2022-04-01,1676,569480
1.1.1,2022-05-01,1839,569480
1.1.1,2022-06-01,1742,569480
1.1.1,2022-07-01,1800,569480
1.1.2,2012-01-01,1802,176963
1.1.2,2012-02-01,1567,176963
1.1.2,2012-03-01,1977,176963
1.1.2,2012-04-01,1633,176963
1.1.2,2012-05-01,1613,176963
1.1.2,2012-06-01,1535,176963
1.1.2,2012-07-01,1484,176963
1.1.2,2012-08-01,1578,176963
1.1.2,2012-09-01,1616,176963
1.1.2,2012-10-01,1859,176963
1.1.2,2012-11-01,1746,176963
1.1.2,2012-12-01,1640,176963
1.1.2,2013-01-01,1894,176963
1.1.2,2013-02-01,1746,176963
1.1.2,2013-03-01,2041,176963
1.1.2,2013-04-01,2162,176963
1.1.2,2013-05-01,2054,176963
1.1.2,2013-06-01,1918,176963
1.1.2,2013-07-01,1758,176963
1.1.2,2013-08-01,1933,176963
1.1.2,2013-09-01,1906,176963
1.1.2,2013-10-01,1931,176963
1.1.2,2013-11-01,1936,176963
1.1.2,2013-12-01,1765,176963
1.1.2,2014-01-01,2061,176963
1.1.2,2014-02-01,2000,176963
1.1.2,2014-03-01,1908,176963
1.1.2,2014-04-01,1753,176963
1.1.2,2014-05-01,1935,176963
1.1.2,2014-06-01,1777,176963
1.1.2,2014-07-01,1592,176963
1.1.2,2014-08-01,1674,176963
1.1.2,2014-09-01,1659,176963
1.1.2,2014-10-01,1879,176963
1.1.2,2014-11-01,1814,176963
1.1.2,2014-12-01,1810,176963
1.1.2,2015-01-01,1973,176963
1.1.2,2015-02-01,1783,176963
1.1.2,2015-03-01,1831,176963
1.1.2,2015-04-01,1693,176963
1.1.2,2015-05-01,1877,176963
1.1.2,2015-06-01,1620,176963
1.1.2,2015-07-01,1692,176963
1.1.2,2015-08-01,1678,176963
1.1.2,2015-09-01,1705,176963
1.1.2,2015-10-01,1715,176963
1.1.2,2015-11-01,1790,176963
1.1.2,2015-12-01,1867,176963
1.1.2,2016-01-01,1714,176963
1.1.2,2016-02-01,1691,176963
1.1.2,2016-03-01,1624,176963
1.1.2,2016-04-01,1606,176963
1.1.2,2016-05-01,1656,176963
1.1.2,2016-06-01,1508,176963
1.1.2,2016-07-01,1426,176963
1.1.2,2016-08-01,1552,176963
1.1.2,2016-09-01,1417,176963
1.1.2,2016-10-01,1552,176963
1.1.2,2016-11-01,1442,176963
1.1.2,2016-12-01,1305,176963
1.1.2,2017-01-01,1326,176963
1.1.2,2017-02-01,1327,176963
1.1.2,2017-03-01,1601,176963
1.1.2,2017-04-01,1189,176963
1.1.2,2017-05-01,1369,176963
1.1.2,2017-06-01,1255,176963
1.1.2,2017-07-01,1269,176963
1.1.2,2017-08-01,1212,176963
1.1.2,2017-09-01,1155,176963
1.1.2,2017-10-01,1254,176963
1.1.2,2017-11-01,1189,176963
1.1.2,2017-12-01,1089,176963
1.1.2,2018-01-01,1292,176963
1.1.2,2018-02-01,1005,176963
1.1.2,2018-03-01,1103,176963
1.1.2,2018-04-01,1093,176963
1.1.2,2018-05-01,1078,176963
1.1.2,2018-06-01,912,176963
1.1.2,2018-07-01,937,176963
1.1.2,2018-08-01,1010,176963
1.1.2,2018-09-01,935,176963
1.1.2,2018-10-01,1042,176963
1.1.2,2018-11-01,1135,176963
1.1.2,2018-12-01,985,176963
1.1.2,2019-01-01,1000,176963
1.1.2,2019-02-01,993,176963
1.1.2,2019-03-01,1151,176963
1.1.2,2019-04-01,1014,176963
1.1.2,2019-05-01,1083,176963
1.1.2,2019-06-01,984,176963
1.1.2,2019-07-01,1045,176963
1.1.2,2019-08-01,1045,176963
1.1.2,2019-09-01,976,176963
1.1.2,2019-10-01,1006,176963
1.1.2,2019-11-01,970,176963
1.1.2,2019-12-01,984,176963
1.1.2,2020-01-01,978,176963
1.1.2,2020-02-01,972,176963
1.1.2,2020-03-01,1121,176963
1.1.2,2020-04-01,1267,176963
1.1.2,2020-05-01,1321,176963
1.1.2,2020-06-01,1142,176963
1.1.2,2020-07-01,1220,176963
1.1.2,2020-08-01,1077,176963
1.1.2,2020-09-01,1124,176963
1.1.2,2020-10-01,1143,176963
1.1.2,2020-11-01,1285,176963
1.1.2,2020-12-01,1156,176963
1.1.2,2021-01-01,1123,176963
1.1.2,2021-02-01,894,176963
1.1.2,2021-03-01,1154,176963
1.1.2,2021-04-01,1094,176963
1.1.2,2021-05-01,1072,176963
1.1.2,2021-06-01,940,176963
1.1.2,2021-07-01,964,176963
1.1.2,2021-08-01,1073,176963
1.1.2,2021-09-01,1048,176963
1.1.2,2021-10-01,1017,176963
1.1.2,2021-11-01,965,176963
1.1.2,2021-12-01,948,176963
1.1.2,2022-01-01,887,176963
1.1.2,2022-02-01,849,176963
1.1.2,2022-03-01,927,176963
1.1.2,2022-04-01,851,176963
1.1.2,2022-05-01,876,176963
1.1.2,2022-06-01,884,176963
1.1.2,2022-07-01,905,176963
1.2.1,2012-01-01,9136,713290
1.2.1,2012-02-01,8369,713290
1.2.1,2012-03-01,8795,713290
1.2.1,2012-04-01,8107,713290
1.2.1,2012-05-01,7965,713290
1.2.1,2012-06-01,7539,713290
1.2.1,2012-07-01,6993,713290
1.2.1,2012-08-01,7770,713290
1.2.1,2012-09-01,7557,713290
1.2.1,2012-10-01,9277,713290
1.2.1,2012-11-01,9848,713290
1.2.1,2012-12-01,8095,713290
1.2.1,2013-01-01,8313,713290
1.2.1,2013-02-01,7814,713290
1.2.1,2013-03-01,8160,713290
1.2.1,2013-04-01,8031,713290
1.2.1,2013-05-01,8349,713290
1.2.1,2013-06-01,7628,713290
1.2.1,2013-07-01,7255,713290
1.2.1,2013-08-01,6799,713290
1.2.1,2013-09-01,7797,713290
1.2.1,2013-10-01,9042,713290
1.2.1,2013-11-01,8873,713290
1.2.1,2013-12-01,8061,713290
1.2.1,2014-01-01,8443,713290
1.2.1,2014-02-01,7751,713290
1.2.1,2014-03-01,7663,713290
1.2.1,2014-04-01,7118,713290
1.2.1,2014-05-01,6998,713290
1.2.1,2014-06-01,6266,713290
1.2.1,2014-07-01,6099,713290
1.2.1,2014-08-01,5833,713290
1.2.1,2014-09-01,6713,713290
1.2.1,2014-10-01,7591,713290
1.2.1,2014-11-01,7161,713290
1.2.1,2014-12-01,7081,713290
1.2.1,2015-01-01,7011,713290
1.2.1,2015-02-01,6525,713290
1.2.1,2015-03-01,7469,713290
1.2.1,2015-04-01,6737,713290
1.2.1,2015-05-01,6505,713290
1.2.1,2015-06-01,6297,713290
1.2.1,2015-07-01,5973,713290
1.2.1,2015-08-01,5674,713290
1.2.1,2015-09-01,6914,713290
1.2.1,2015-10-01,7780,713290
1.2.1,2015-11-01,7617,713290
1.2.1,2015-12-01,7597,713290
1.2.1,2016-01-01,7226,713290
1.2.1,2016-02-01,6861,713290
1.2.1,2016-03-01,7244,713290
1.2.1,2016-04-01,7227,713290
1.2.1,2016-05-01,6438,713290
1.2.1,2016-06-01,6353,713290
1.2.1,2016-07-01,5403,713290
1.2.1,2016-08-01,5508,713290
1.2.1,2016-09-01,5781,713290
1.2.1,2016-10-01,6709,713290
1.2.1,2016-11-01,6466,713290
1.2.1,2016-12-01,6196,713290
1.2.1,2017-01-01,5795,713290
1.2.1,2017-02-01,5733,713290
1.2.1,2017-03-01,6301,713290
1.2.1,2017-04-01,4913,713290
1.2.1,2017-05-01,5712,713290
1.2.1,2017-06-01,4388,713290
1.2.1,2017-07-01,5042,713290
1.2.1,2017-08-01,4719,713290
1.2.1,2017-09-01,4988,713290
1.2.1,2017-10-01,5911,713290
1.2.1,2017-11-01,5366,713290
1.2.1,2017-12-01,4891,713290
1.2.1,2018-01-01,5235,713290
1.2.1,2018-02-01,4444,713290
1.2.1,2018-03-01,4563,713290
1.2.1,2018-04-01,4461,713290
1.2.1,2018-05-01,4209,713290
1.2.1,2018-06-01,3674,713290
1.2.1,2018-07-01,3938,713290
1.2.1,2018-08-01,4020,713290
1.2.1,2018-09-01,4488,713290
1.2.1,2018-10-01,5360,713290
1.2.1,2018-11-01,4828,713290
1.2.1,2018-12-01,4257,713290
1.2.1,2019-01-01,4207,713290
1.2.1,2019-02-01,3931,713290
1.2.1,2019-03-01,4112,713290
1.2.1,2019-04-01,4271,713290
1.2.1,2019-05-01,3870,713290
1.2.1,2019-06-01,3528,713290
1.2.1,2019-07-01,3785,713290
1.2.1,2019-08-01,3194,713290
1.2.1,2019-09-01,3704,713290
1.2.1,2019-10-01,4705,713290
1.2.1,2019-11-01,4630,713290
1.2.1,2019-12-01,4579,713290
1.2.1,2020-01-01,4533,713290
1.2.1,2020-02-01,4435,713290
1.2.1,2020-03-01,3842,713290
1.2.1,2020-04-01,3173,713290
1.2.1,2020-05-01,2802,713290
1.2.1,2020-06-01,3330,713290
1.2.1,2020-07-01,3997,713290
1.2.1,2020-08-01,3418,713290
1.2.1,2020-09-01,4241,713290
1.2.1,2020-10-01,4212,713290
1.2.1,2020-11-01,3957,713290
1.2.1,2020-12-01,3311,713290
1.2.1,2021-01-01,2910,713290
1.2.1,2021-02-01,1937,713290
1.2.1,2021-03-01,2548,713290
1.2.1,2021-04-01,2416,713290
1.2.1,2021-05-01,3069,713290
1.2.1,2021-06-01,3194,713290
1.2.1,2021-07-01,3292,713290
1.2.1,2021-08-01,3378,713290
1.2.1,2021-09-01,3632,713290
1.2.1,2021-10-01,4369,713290
1.2.1,2021-11-01,4385,713290
1.2.1,2021-12-01,3515,713290
1.2.1,2022-01-01,3110,713290
1.2.1,2022-02-01,3349,713290
1.2.1,2022-03-01,4066,713290
1.2.1,2022-04-01,3295,713290
1.2.1,2022-05-01,3366,713290
1.2.1,2022-06-01,3387,713290
1.2.1,2022-07-01,3268,713290
1.2.2,2012-01-01,1325,131510
1.2.2,2012-02-01,1171,131510
1.2.2,2012-03-01,1354,131510
1.2.2,2012-04-01,1273,131510
1.2.2,2012-05-01,1495,131510
1.2.2,2012-06-01,1373,131510
1.2.2,2012-07-01,1286,131510
1.2.2,2012-08-01,1325,131510
1.2.2,2012-09-01,1322,131510
1.2.2,2012-10-01,1442,131510
1.2.2,2012-11-01,1469,131510
1.2.2,2012-12-01,1285,131510
1.2.2,2013-01-01,1298,131510
1.2.2,2013-02-01,1187,131510
1.2.2,2013-03-01,1278,131510
1.2.2,2013-04-01,1450,131510
1.2.2,2013-05-01,1597,131510
1.2.2,2013-06-01,1479,131510
1.2.2,2013-07-01,1407,131510
1.2.2,2013-08-01,1422,131510
1.2.2,2013-09-01,1503,131510
1.2.2,2013-10-01,1597,131510
1.2.2,2013-11-01,1366,131510
1.2.2,2013-12-01,1306,131510
1.2.2,2014-01-01,1331,131510
1.2.2,2014-02-01,1242,131510
1.2.2,2014-03-01,1374,131510
1.2.2,2014-04-01,1386,131510
1.2.2,2014-05-01,1413,131510
1.2.2,2014-06-01,1285,131510
1.2.2,2014-07-01,1232,131510
1.2.2,2014-08-01,1077,131510
1.2.2,2014-09-01,1308,131510
1.2.2,2014-10-01,1387,131510
1.2.2,2014-11-01,1293,131510
1.2.2,2014-12-01,1148,131510
1.2.2,2015-01-01,1187,131510
1.2.2,2015-02-01,1154,131510
1.2.2,2015-03-01,1308,131510
1.2.2,2015-04-01,1279,131510
1.2.2,2015-05-01,1295,131510
1.2.2,2015-06-01,1274,131510
1.2.2,2015-07-01,1233,131510
1.2.2,2015-08-01,1102,131510
1.2.2,2015-09-01,1361,131510
1.2.2,2015-10-01,1242,131510
1.2.2,2015-11-01,1238,131510
1.2.2,2015-12-01,1105,131510
1.2.2,2016-01-01,1116,131510
1.2.2,2016-02-01,1097,131510
1.2.2,2016-03-01,1186,131510
1.2.2,2016-04-01,1138,131510
1.2.2,2016-05-01,1237,131510
1.2.2,2016-06-01,1174,131510
1.2.2,2016-07-01,1057,131510
1.2.2,2016-08-01,957,131510
1.2.2,2016-09-01,1155,131510
1.2.2,2016-10-01,1131,131510
1.2.2,2016-11-01,990,131510
1.2.2,2016-12-01,987,131510
1.2.2,2017-01-01,877,131510
1.2.2,2017-02-01,864,131510
1.2.2,2017-03-01,1036,131510
1.2.2,2017-04-01,1054,131510
1.2.2,2017-05-01,1050,131510
1.2.2,2017-06-01,1075,131510
1.2.2,2017-07-01,938,131510
1.2.2,2017-08-01,904,131510
1.2.2,2017-09-01,950,131510
1.2.2,2017-10-01,1011,131510
1.2.2,2017-11-01,957,131510
1.2.2,2017-12-01,899,131510
1.2.2,2018-01-01,878,131510
1.2.2,2018-02-01,807,131510
1.2.2,2018-03-01,882,131510
1.2.2,2018-04-01,933,131510
1.2.2,2018-05-01,962,131510
1.2.2,2018-06-01,885,131510
1.2.2,2018-07-01,899,131510
1.2.2,2018-08-01,864,131510
1.2.2,2018-09-01,883,131510
1.2.2,2018-10-01,992,131510
1.2.2,2018-11-01,954,131510
1.2.2,2018-12-01,768,131510
1.2.2,2019-01-01,776,131510
1.2.2,2019-02-01,777,131510
1.2.2,2019-03-01,832,131510
1.2.2,2019-04-01,815,131510
1.2.2,2019-05-01,834,131510
1.2.2,2019-06-01,788,131510
1.2.2,2019-07-01,844,131510
1.2.2,2019-08-01,852,131510
1.2.2,2019-09-01,875,131510
1.2.2,2019-10-01,975,131510
1.2.2,2019-11-01,866,131510
1.2.2,2019-12-01,762,131510
1.2.2,2020-01-01,810,131510
1.2.2,2020-02-01,767,131510
1.2.2,2020-03-01,854,131510
1.2.2,2020-04-01,787,131510
1.2.2,2020-05-01,830,131510
1.2.2,2020-06-01,831,131510
1.2.2,2020-07-01,807,131510
1.2.2,2020-08-01,765,131510
1.2.2,2020-09-01,822,131510
1.2.2,2020-10-01,844,131510
1.2.2,2020-11-01,878,131510
1.2.2,2020-12-01,682,131510
1.2.2,2021-01-01,652,131510
1.2.2,2021-02-01,442,131510
1.2.2,2021-03-01,602,131510
1.2.2,2021-04-01,572,131510
1.2.2,2021-05-01,754,131510
1.2.2,2021-06-01,647,131510
1.2.2,2021-07-01,726,131510
1.2.2,2021-08-01,688,131510
1.2.2,2021-09-01,703,131510
1.2.2,2021-10-01,753,131510
1.2.2,2021-11-01,791,131510
1.2.2,2021-12-01,663,131510
1.2.2,2022-01-01,614,131510
1.2.2,2022-02-01,683,131510
1.2.2,2022-03-01,823,131510
1.2.2,2022-04-01,693,131510
1.2.2,2022-05-01,740,131510
1.2.2,2022-06-01,773,131510
1.2.2,2022-07-01,707,131510
1.2.3,2012-01-01,8908,1061632
1.2.3,2012-02-01,7748,1061632
1.2.3,2012-03-01,10005,1061632
1.2.3,2012-04-01,9353,1061632
1.2.3,2012-05-01,10879,1061632
1.2.3,2012-06-01,10570,1061632
1.2.3,2012-07-01,10295,1061632
1.2.3,2012-08-01,11845,1061632
1.2.3,2012-09-01,12506,1061632
1.2.3,2012-10-01,12414,1061632
1.2.3,2012-11-01,11103,1061632
1.2.3,2012-12-01,8116,1061632
1.2.3,2013-01-01,8620,1061632
1.2.3,2013-02-01,8238,1061632
1.2.3,2013-03-01,8912,1061632
1.2.3,2013-04-01,9116,1061632
1.2.3,2013-05-01,10694,1061632
1.2.3,2013-06-01,10527,1061632
1.2.3,2013-07-01,11409,1061632
1.2.3,2013-08-01,11656,1061632
1.2.3,2013-09-01,12375,1061632
1.2.3,2013-10-01,12076,1061632
1.2.3,2013-11-01,10207,1061632
1.2.3,2013-12-01,8966,1061632
1.2.3,2014-01-01,10066,1061632
1.2.3,2014-02-01,9025,1061632
1.2.3,2014-03-01,10480,1061632
1.2.3,2014-04-01,11160,1061632
1.2.3,2014-05-01,10393,1061632
1.2.3,2014-06-01,10997,1061632
1.2.3,2014-07-01,10753,1061632
1.2.3,2014-08-01,10673,1061632
1.2.3,2014-09-01,12366,1061632
1.2.3,2014-10-01,12151,1061632
1.2.3,2014-11-01,10543,1061632
1.2.3,2014-12-01,8786,1061632
1.2.3,2015-01-01,9122,1061632
1.2.3,2015-02-01,8590,1061632
1.2.3,2015-03-01,9885,1061632
1.2.3,2015-04-01,10076,1061632
1.2.3,2015-05-01,10357,1061632
1.2.3,2015-06-01,11038,1061632
1.2.3,2015-07-01,10929,1061632
1.2.3,2015-08-01,10480,1061632
1.2.3,2015-09-01,11544,1061632
1.2.3,2015-10-01,11840,1061632
1.2.3,2015-11-01,10478,1061632
1.2.3,2015-12-01,9100,1061632
1.2.3,2016-01-01,8613,1061632
1.2.3,2016-02-01,8377,1061632
1.2.3,2016-03-01,8622,1061632
1.2.3,2016-04-01,8744,1061632
1.2.3,2016-05-01,9792,1061632
1.2.3,2016-06-01,10161,1061632
1.2.3,2016-07-01,9043,1061632
1.2.3,2016-08-01,9631,1061632
1.2.3,2016-09-01,11302,1061632
1.2.3,2016-10-01,9893,1061632
1.2.3,2016-11-01,8875,1061632
1.2.3,2016-12-01,7814,1061632
1.2.3,2017-01-01,7373,1061632
1.2.3,2017-02-01,7140,1061632
1.2.3,2017-03-01,8387,1061632
1.2.3,2017-04-01,7348,1061632
1.2.3,2017-05-01,8218,1061632
1.2.3,2017-06-01,8429,1061632
1.2.3,2017-07-01,8205,1061632
1.2.3,2017-08-01,7524,1061632
1.2.3,2017-09-01,8302,1061632
1.2.3,2017-10-01,8137,1061632
1.2.3,2017-11-01,7126,1061632
1.2.3,2017-12-01,5394,1061632
1.2.3,2018-01-01,6165,1061632
1.2.3,2018-02-01,5190,1061632
1.2.3,2018-03-01,5582,1061632
1.2.3,2018-04-01,6456,1061632
1.2.3,2018-05-01,7470,1061632
1.2.3,2018-06-01,7300,1061632
1.2.3,2018-07-01,7600,1061632
1.2.3,2018-08-01,7542,1061632
1.2.3,2018-09-01,8020,1061632
1.2.3,2018-10-01,8173,1061632
1.2.3,2018-11-01,7109,1061632
1.2.3,2018-12-01,5484,1061632
1.2.3,2019-01-01,5660,1061632
1.2.3,2019-02-01,5526,1061632
1.2.3,2019-03-01,6566,1061632
1.2.3,2019-04-01,6827,1061632
1.2.3,2019-05-01,7148,1061632
1.2.3,2019-06-01,7208,1061632
1.2.3,2019-07-01,7794,1061632
1.2.3,2019-08-01,7221,1061632
1.2.3,2019-09-01,7933,1061632
